"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Religionszugehörigkeit","evangelisch","2012","21 Pasing - Obermenzing","15.3","10602","69295","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2012","22 Aubing - Lochhausen - Langwied","12.1","4989","41116","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2012","23 Allach - Untermenzing","13.7","4176","30393","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2012","24 Feldmoching - Hasenbergl","10.9","6347","58245","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2012","25 Laim","12.7","6801","53359","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","Stadt München","13.4","188789","1410741","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","01 Altstadt - Lehel","14.7","2897","19707","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","02 Ludwigsvorstadt - Isarvorstadt","13.7","6612","48231","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","03 Maxvorstadt","15.8","7806","49498","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","04 Schwabing - West","16.2","10307","63644","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","05 Au - Haidhausen","14.1","8106","57297","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","06 Sendling","12.8","5008","39002","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","07 Sendling - Westpark","12.6","6737","53271","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","08 Schwanthalerhöhe","11","3166","28678","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","09 Neuhausen - Nymphenburg","14.4","13285","92139","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","10 Moosach","11.4","5611","49384","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","11 Milbertshofen - Am Hart","10","7058","70470","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","12 Schwabing - Freimann","14.3","9533","66706","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","13 Bogenhausen","15.5","12300","79175","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","14 Berg am Laim","10.8","4459","41342","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","15 Trudering - Riem","13.2","8609","64983","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","16 Ramersdorf - Perlach","10.9","11534","105900","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","17 Obergiesing - Fasangarten","11.8","5968","50656","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","18 Untergiesing - Harlaching","15.1","7623","50455","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","14.9","12767","85468","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","20 Hadern","13.5","6427","47459","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","21 Pasing - Obermenzing","15.5","10536","67878","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","22 Aubing - Lochhausen - Langwied","12.4","4917","39789","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","23 Allach - Untermenzing","14.1","4189","29693","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","24 Feldmoching - Hasenbergl","11.3","6472","57183","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2011","25 Laim","13","6862","52733","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","Stadt München","13.6","188389","1382273","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","01 Altstadt - Lehel","15.1","2902","19207","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","02 Ludwigsvorstadt - Isarvorstadt","14","6613","47357","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","03 Maxvorstadt","16","7841","48875","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","04 Schwabing - West","16.4","10303","62856","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","05 Au - Haidhausen","14.4","8093","56322","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","06 Sendling","13.1","5046","38567","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","07 Sendling - Westpark","13","6805","52495","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","08 Schwanthalerhöhe","11.1","3097","28004","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","09 Neuhausen - Nymphenburg","14.6","13078","89286","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","10 Moosach","11.8","5693","48421","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","11 Milbertshofen - Am Hart","10.3","7081","68970","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","12 Schwabing - Freimann","14.7","9548","65158","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","13 Bogenhausen","15.8","12258","77542","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","14 Berg am Laim","10.9","4412","40550","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","15 Trudering - Riem","13.6","8515","62756","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","16 Ramersdorf - Perlach","11.1","11626","104737","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","17 Obergiesing - Fasangarten","12","5907","49030","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","18 Untergiesing - Harlaching","15.3","7583","49502","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","15.3","12750","83584","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","20 Hadern","13.7","6412","46851","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","21 Pasing - Obermenzing","15.8","10436","66244","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","22 Aubing - Lochhausen - Langwied","12.5","4857","38863","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","23 Allach - Untermenzing","14.3","4172","29161","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","24 Feldmoching - Hasenbergl","11.6","6485","56130","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2010","25 Laim","13.3","6876","51805","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","Stadt München","13.8","188796","1364194","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","01 Altstadt - Lehel","15.2","2887","18932","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","02 Ludwigsvorstadt - Isarvorstadt","14.2","6608","46446","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","03 Maxvorstadt","16.3","7921","48619","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","04 Schwabing - West","16.6","10303","62028","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","05 Au - Haidhausen","14.4","8026","55590","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","06 Sendling","13.1","5005","38112","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","07 Sendling - Westpark","13.2","6879","52185","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","08 Schwanthalerhöhe","11.2","3108","27814","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","09 Neuhausen - Nymphenburg","14.9","13068","87846","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","10 Moosach","12","5824","48692","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","11 Milbertshofen - Am Hart","10.5","7157","68023","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","12 Schwabing - Freimann","14.9","9519","63720","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","13 Bogenhausen","16","12299","76684","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","14 Berg am Laim","11","4391","39787","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","15 Trudering - Riem","13.9","8463","60879","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","16 Ramersdorf - Perlach","11.3","11758","103732","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","17 Obergiesing - Fasangarten","12.2","5903","48425","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","18 Untergiesing - Harlaching","15.4","7519","48911","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","15.5","12817","82482","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","20 Hadern","13.8","6397","46490","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","21 Pasing - Obermenzing","16.1","10529","65279","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","22 Aubing - Lochhausen - Langwied","12.8","4899","38268","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","23 Allach - Untermenzing","14.4","4150","28732","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","24 Feldmoching - Hasenbergl","11.8","6535","55180","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2009","25 Laim","13.3","6831","51338","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2008","Stadt München","14","190793","1367314","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2008","01 Altstadt - Lehel","15.3","2993","19505","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2008","02 Ludwigsvorstadt - Isarvorstadt","14.1","6716","47599","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2008","03 Maxvorstadt","16.4","8014","48884","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2008","04 Schwabing - West","16.7","10416","62541","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2008","05 Au - Haidhausen","14.5","8085","55853","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2008","06 Sendling","13.3","5097","38335","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2008","07 Sendling - Westpark","13.3","6961","52257","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
